"provider","channel_type","model","example","status","reference","next_action"
"openrouter","20","relace/relace-search","unverified","no-reviewed-example","","Determine actual channel contract and pricing unit before adding a reviewed example or implementation."
"openrouter","20","sakana/fugu-ultra","unverified","no-reviewed-example","","Determine actual channel contract and pricing unit before adding a reviewed example or implementation."
"openrouter","20","sao10k/l3-euryale-70b","unverified","no-reviewed-example","","Determine actual channel contract and pricing unit before adding a reviewed example or implementation."
"openrouter","20","sao10k/l3-lunaris-8b","unverified","no-reviewed-example","","Determine actual channel contract and pricing unit before adding a reviewed example or implementation."
"openrouter","20","sao10k/l3.1-70b-hanami-x1","unverified","no-reviewed-example","","Determine actual channel contract and pricing unit before adding a reviewed example or implementation."
"openrouter","20","sao10k/l3.1-euryale-70b","unverified","no-reviewed-example","","Determine actual channel contract and pricing unit before adding a reviewed example or implementation."
"openrouter","20","sao10k/l3.3-euryale-70b","unverified","no-reviewed-example","","Determine actual channel contract and pricing unit before adding a reviewed example or implementation."
"openrouter","20","stepfun/step-3.5-flash","unverified","no-reviewed-example","","Determine actual channel contract and pricing unit before adding a reviewed example or implementation."
"openrouter","20","stepfun/step-3.7-flash","unverified","no-reviewed-example","","Determine actual channel contract and pricing unit before adding a reviewed example or implementation."
"openrouter","20","switchpoint/router","unverified","no-reviewed-example","","Determine actual channel contract and pricing unit before adding a reviewed example or implementation."
"openrouter","20","tencent/hunyuan-a13b-instruct","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"openrouter","20","tencent/hy3-preview","unverified","no-reviewed-example","","Determine actual channel contract and pricing unit before adding a reviewed example or implementation."
"openrouter","20","thedrummer/cydonia-24b-v4.1","unverified","no-reviewed-example","","Determine actual channel contract and pricing unit before adding a reviewed example or implementation."
"openrouter","20","thedrummer/rocinante-12b","unverified","no-reviewed-example","","Determine actual channel contract and pricing unit before adding a reviewed example or implementation."
"openrouter","20","thedrummer/skyfall-36b-v2","unverified","no-reviewed-example","","Determine actual channel contract and pricing unit before adding a reviewed example or implementation."
"openrouter","20","thedrummer/unslopnemo-12b","unverified","no-reviewed-example","","Determine actual channel contract and pricing unit before adding a reviewed example or implementation."
"openrouter","20","undi95/remm-slerp-l2-13b","unverified","no-reviewed-example","","Determine actual channel contract and pricing unit before adding a reviewed example or implementation."
"openrouter","20","upstage/solar-pro-3","unverified","no-reviewed-example","","Determine actual channel contract and pricing unit before adding a reviewed example or implementation."
"openrouter","20","writer/palmyra-x5","unverified","no-reviewed-example","","Determine actual channel contract and pricing unit before adding a reviewed example or implementation."
"openrouter","20","x-ai/grok-4.20","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"openrouter","20","x-ai/grok-4.20-multi-agent","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"openrouter","20","x-ai/grok-4.3","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"openrouter","20","x-ai/grok-build-0.1","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"openrouter","20","xiaomi/mimo-v2-flash","unverified","no-reviewed-example","","Determine actual channel contract and pricing unit before adding a reviewed example or implementation."
"openrouter","20","xiaomi/mimo-v2-omni","unverified","no-reviewed-example","","Determine actual channel contract and pricing unit before adding a reviewed example or implementation."
"openrouter","20","xiaomi/mimo-v2-pro","unverified","no-reviewed-example","","Determine actual channel contract and pricing unit before adding a reviewed example or implementation."
"openrouter","20","xiaomi/mimo-v2.5","unverified","no-reviewed-example","","Determine actual channel contract and pricing unit before adding a reviewed example or implementation."
"openrouter","20","xiaomi/mimo-v2.5-pro","unverified","no-reviewed-example","","Determine actual channel contract and pricing unit before adding a reviewed example or implementation."
"openrouter","20","z-ai/glm-4-32b","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"openrouter","20","z-ai/glm-4.5","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"openrouter","20","z-ai/glm-4.5-air","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"openrouter","20","z-ai/glm-4.5-air:free","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"openrouter","20","z-ai/glm-4.5v","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"openrouter","20","z-ai/glm-4.6","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"openrouter","20","z-ai/glm-4.6v","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"openrouter","20","z-ai/glm-4.7","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"openrouter","20","z-ai/glm-4.7-flash","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"openrouter","20","z-ai/glm-5","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"openrouter","20","z-ai/glm-5-turbo","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"openrouter","20","z-ai/glm-5.1","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"openrouter","20","z-ai/glm-5.2","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"openrouter","20","z-ai/glm-5v-turbo","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"openrouter","20","~anthropic/claude-fable-latest","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"openrouter","20","~anthropic/claude-haiku-latest","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"openrouter","20","~anthropic/claude-opus-latest","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"openrouter","20","~anthropic/claude-sonnet-latest","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"openrouter","20","~google/gemini-flash-latest","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"openrouter","20","~google/gemini-pro-latest","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"openrouter","20","~moonshotai/kimi-latest","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"openrouter","20","~openai/gpt-latest","unverified","no-reviewed-example","","Determine actual channel contract and pricing unit before adding a reviewed example or implementation."
"openrouter","20","~openai/gpt-mini-latest","unverified","no-reviewed-example","","Determine actual channel contract and pricing unit before adding a reviewed example or implementation."
"aiproxy","21","babbage-002","completions","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","chat-latest","unverified","no-reviewed-example","","Determine actual channel contract and pricing unit before adding a reviewed example or implementation."
"aiproxy","21","chatgpt-4o-latest","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","chatgpt-image-latest","image","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/images/methods/generate","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","codex-mini-latest","unverified","no-reviewed-example","","Determine actual channel contract and pricing unit before adding a reviewed example or implementation."
"aiproxy","21","computer-use-preview","unverified","no-reviewed-example","","Determine actual channel contract and pricing unit before adding a reviewed example or implementation."
"aiproxy","21","computer-use-preview-2025-03-11","unverified","no-reviewed-example","","Determine actual channel contract and pricing unit before adding a reviewed example or implementation."
"aiproxy","21","dall-e-2","image","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/images/methods/generate","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","dall-e-3","image","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/images/methods/generate","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","davinci-002","completions","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-3.5-turbo","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-3.5-turbo-0125","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-3.5-turbo-0301","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-3.5-turbo-0613","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-3.5-turbo-1106","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-3.5-turbo-16k","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-3.5-turbo-16k-0613","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-3.5-turbo-instruct","completions","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4-0125-preview","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4-0314","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4-0613","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4-1106-preview","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4-32k","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4-32k-0314","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4-32k-0613","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4-turbo","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4-turbo-2024-04-09","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4-turbo-preview","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4-vision-preview","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4.1","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4.1-2025-04-14","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4.1-mini","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4.1-mini-2025-04-14","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4.1-nano","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4.1-nano-2025-04-14","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4.5-preview","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4.5-preview-2025-02-27","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4o","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4o-2024-05-13","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4o-2024-08-06","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4o-2024-11-20","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4o-audio-preview","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4o-audio-preview-2024-10-01","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4o-audio-preview-2024-12-17","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4o-audio-preview-2025-06-03","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4o-mini","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4o-mini-2024-07-18","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4o-mini-audio-preview","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4o-mini-audio-preview-2024-12-17","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4o-mini-realtime-preview","realtime","existing-example-not-requalified","https://developers.openai.com/api/docs/guides/voice-websockets","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4o-mini-realtime-preview-2024-12-17","realtime","existing-example-not-requalified","https://developers.openai.com/api/docs/guides/voice-websockets","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4o-mini-search-preview","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4o-mini-search-preview-2025-03-11","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4o-mini-transcribe","transcription","existing-example-not-requalified","https://developers.openai.com/api/docs/guides/speech-to-text","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4o-mini-tts","speech","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/audio/subresources/speech/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4o-mini-tts-2025-12-15","speech","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/audio/subresources/speech/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4o-realtime-preview","realtime","existing-example-not-requalified","https://developers.openai.com/api/docs/guides/voice-websockets","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4o-realtime-preview-2025-06-03","realtime","existing-example-not-requalified","https://developers.openai.com/api/docs/guides/voice-websockets","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4o-search-preview","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4o-search-preview-2025-03-11","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-4o-transcribe","transcription","existing-example-not-requalified","https://developers.openai.com/api/docs/guides/speech-to-text","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5-2025-08-07","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5-chat-latest","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5-codex","responses","existing-example-not-requalified","https://developers.openai.com/api/docs/guides/migrate-to-responses","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5-mini","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5-mini-2025-08-07","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5-nano","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5-nano-2025-08-07","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5-pro","responses","existing-example-not-requalified","https://developers.openai.com/api/docs/guides/migrate-to-responses","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5-pro-2025-10-06","responses","existing-example-not-requalified","https://developers.openai.com/api/docs/guides/migrate-to-responses","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5-search-api","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5.1","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5.1-2025-11-13","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5.1-chat-latest","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5.1-codex","responses","existing-example-not-requalified","https://developers.openai.com/api/docs/guides/migrate-to-responses","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5.1-codex-max","responses","existing-example-not-requalified","https://developers.openai.com/api/docs/guides/migrate-to-responses","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5.1-codex-mini","responses","existing-example-not-requalified","https://developers.openai.com/api/docs/guides/migrate-to-responses","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5.2","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5.2-2025-12-11","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5.2-codex","responses","existing-example-not-requalified","https://developers.openai.com/api/docs/guides/migrate-to-responses","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5.2-pro","responses","existing-example-not-requalified","https://developers.openai.com/api/docs/guides/migrate-to-responses","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5.2-pro-2025-12-11","responses","existing-example-not-requalified","https://developers.openai.com/api/docs/guides/migrate-to-responses","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5.3-chat-latest","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5.3-codex","responses","existing-example-not-requalified","https://developers.openai.com/api/docs/guides/migrate-to-responses","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5.4","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5.4-2026-03-05","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5.4-mini","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5.4-nano","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5.4-pro","responses","existing-example-not-requalified","https://developers.openai.com/api/docs/guides/migrate-to-responses","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5.5","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5.5-2026-04-23","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5.5-pro","responses","existing-example-not-requalified","https://developers.openai.com/api/docs/guides/migrate-to-responses","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5.6","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5.6-cyber","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5.6-luna","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5.6-sol","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-5.6-terra","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-6-astra","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-audio","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-audio-1.5","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-audio-2025-08-28","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-audio-mini","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
"aiproxy","21","gpt-audio-mini-2025-10-06","chat","existing-example-not-requalified","https://developers.openai.com/api/reference/resources/chat/subresources/completions/methods/create","Retain existing behavior; example presence is not live endpoint or billing qualification."
